theta, phi, alpha_t, alpha_p
25.714286,16.281407,0.769211,-0.252488
25.714286,18.090452,0.761735,-0.279653
25.714286,19.899497,0.753501,-0.306539
25.714286,21.708543,0.744515,-0.333119
25.714286,23.517588,0.734786,-0.359367
25.714286,25.326633,0.724326,-0.385257
25.714286,27.135678,0.713143,-0.410763
25.714286,28.944724,0.701250,-0.435860
25.714286,30.753769,0.688657,-0.460522
25.714286,32.562814,0.675378,-0.484724
25.714286,34.371859,0.661425,-0.508444
25.714286,36.180905,0.646814,-0.531658
25.714286,37.989950,0.631558,-0.554341
25.714286,39.798995,0.615672,-0.576471
25.714286,41.608040,0.599172,-0.598027
25.714286,43.417085,0.582075,-0.618987
25.714286,45.226131,0.564398,-0.639329
25.714286,47.035176,0.546158,-0.659034
25.714286,48.844221,0.527374,-0.678083
25.714286,50.653266,0.508064,-0.696455
25.714286,52.462312,0.488248,-0.714134
25.714286,54.271357,0.467945,-0.731100
25.714286,56.080402,0.447175,-0.747337
25.714286,57.889447,0.425960,-0.762830
25.714286,59.698492,0.404321,-0.777563
25.714286,61.507538,0.382278,-0.791519
25.714286,63.316583,0.359854,-0.804687
25.714286,65.125628,0.337071,-0.817054
25.714286,66.934673,0.313953,-0.828605
25.714286,68.743719,0.290521,-0.839331
25.714286,70.552764,0.266800,-0.849220
25.714286,72.361809,0.242813,-0.858262
25.714286,74.170854,0.218584,-0.866449
25.714286,75.979899,0.194136,-0.873772
25.714286,77.788945,0.169496,-0.880224
25.714286,79.597990,0.144686,-0.885799
25.714286,81.407035,0.119733,-0.890491
25.714286,83.216080,0.094659,-0.894295
25.714286,85.025126,0.069492,-0.897207
25.714286,86.834171,0.044255,-0.899226
25.714286,88.643216,0.018974,-0.900348
25.714286,90.452261,-0.006325,-0.900572
25.714286,92.261307,-0.031619,-0.899899
25.714286,94.070352,-0.056881,-0.898329
25.714286,95.879397,-0.082086,-0.895863
25.714286,97.688442,-0.107209,-0.892504
25.714286,99.497487,-0.132226,-0.888255
25.714286,101.306533,-0.157111,-0.883122
25.714286,103.115578,-0.181839,-0.877108
25.714286,104.924623,-0.206386,-0.870219
25.714286,106.733668,-0.230727,-0.862463
25.714286,108.542714,-0.254838,-0.853847
25.714286,110.351759,-0.278695,-0.844381
25.714286,112.160804,-0.302274,-0.834072
25.714286,113.969849,-0.325552,-0.822932
25.714286,115.778894,-0.348506,-0.810972
25.714286,117.587940,-0.371112,-0.798203
25.714286,119.396985,-0.393348,-0.784639
25.714286,121.206030,-0.415192,-0.770292
25.714286,123.015075,-0.436622,-0.755178
25.714286,124.824121,-0.457617,-0.739311
25.714286,126.633166,-0.478156,-0.722707
25.714286,128.442211,-0.498218,-0.705382
25.714286,130.251256,-0.517784,-0.687355
25.714286,132.060302,-0.536833,-0.668642
25.714286,133.869347,-0.555347,-0.649263
25.714286,135.678392,-0.573308,-0.629236
25.714286,137.487437,-0.590697,-0.608582
25.714286,139.296482,-0.607498,-0.587322
25.714286,141.105528,-0.623692,-0.565476
25.714286,142.914573,-0.639265,-0.543066
25.714286,144.723618,-0.654201,-0.520116
25.714286,146.532663,-0.668485,-0.496647
25.714286,148.341709,-0.682102,-0.472682
25.714286,150.150754,-0.695040,-0.448246
25.714286,151.959799,-0.707284,-0.423364
25.714286,153.768844,-0.718824,-0.398060
25.714286,155.577889,-0.729647,-0.372359
25.714286,157.386935,-0.739742,-0.346286
25.714286,159.195980,-0.749101,-0.319868
25.714286,161.005025,-0.757713,-0.293132
25.714286,162.814070,-0.765569,-0.266104
25.714286,164.623116,-0.772662,-0.238810
25.714286,166.432161,-0.778985,-0.211278
25.714286,168.241206,-0.784532,-0.183535
25.714286,170.050251,-0.789296,-0.155610
25.714286,171.859296,-0.793273,-0.127529
25.714286,173.668342,-0.796460,-0.099321
25.714286,175.477387,-0.798853,-0.071015
25.714286,177.286432,-0.800450,-0.042637
25.714286,179.095477,-0.801248,-0.014217
25.714286,180.904523,-0.801248,0.014217
25.714286,182.713568,-0.800450,0.042637
25.714286,184.522613,-0.798853,0.071015
25.714286,186.331658,-0.796460,0.099321
25.714286,188.140704,-0.793273,0.127529
25.714286,189.949749,-0.789296,0.155610
25.714286,191.758794,-0.784532,0.183535
25.714286,193.567839,-0.778985,0.211278
25.714286,195.376884,-0.772662,0.238810
25.714286,197.185930,-0.765569,0.266104
25.714286,198.994975,-0.757713,0.293132
25.714286,200.804020,-0.749101,0.319868
25.714286,202.613065,-0.739742,0.346286
25.714286,204.422111,-0.729647,0.372359
25.714286,206.231156,-0.718824,0.398060
25.714286,208.040201,-0.707284,0.423364
25.714286,209.849246,-0.695040,0.448246
25.714286,211.658291,-0.682102,0.472682
25.714286,213.467337,-0.668485,0.496647
25.714286,215.276382,-0.654201,0.520116
25.714286,217.085427,-0.639265,0.543066
25.714286,218.894472,-0.623692,0.565476
25.714286,220.703518,-0.607498,0.587322
25.714286,222.512563,-0.590697,0.608582
25.714286,224.321608,-0.573308,0.629236
25.714286,226.130653,-0.555347,0.649263
25.714286,227.939698,-0.536833,0.668642
25.714286,229.748744,-0.517784,0.687355
25.714286,231.557789,-0.498218,0.705382
25.714286,233.366834,-0.478156,0.722707
25.714286,235.175879,-0.457617,0.739311
25.714286,236.984925,-0.436622,0.755178
25.714286,238.793970,-0.415192,0.770292
25.714286,240.603015,-0.393348,0.784639
25.714286,242.412060,-0.371112,0.798203
25.714286,244.221106,-0.348506,0.810972
25.714286,246.030151,-0.325552,0.822932
25.714286,247.839196,-0.302274,0.834072
25.714286,249.648241,-0.278695,0.844381
25.714286,251.457286,-0.254838,0.853847
25.714286,253.266332,-0.230727,0.862463
25.714286,255.075377,-0.206386,0.870219
25.714286,256.884422,-0.181839,0.877108
25.714286,258.693467,-0.157111,0.883122
25.714286,260.502513,-0.132226,0.888255
25.714286,262.311558,-0.107209,0.892504
25.714286,264.120603,-0.082086,0.895863
25.714286,265.929648,-0.056881,0.898329
25.714286,267.738693,-0.031619,0.899899
25.714286,269.547739,-0.006325,0.900572
25.714286,271.356784,0.018974,0.900348
25.714286,273.165829,0.044255,0.899226
25.714286,274.974874,0.069492,0.897207
25.714286,276.783920,0.094659,0.894295
25.714286,278.592965,0.119733,0.890491
25.714286,280.402010,0.144686,0.885799
25.714286,282.211055,0.169496,0.880224
25.714286,284.020101,0.194136,0.873772
25.714286,285.829146,0.218584,0.866449
25.714286,287.638191,0.242813,0.858262
25.714286,289.447236,0.266800,0.849220
25.714286,291.256281,0.290521,0.839331
25.714286,293.065327,0.313953,0.828605
25.714286,294.874372,0.337071,0.817054
25.714286,296.683417,0.359854,0.804687
25.714286,298.492462,0.382278,0.791519
25.714286,300.301508,0.404321,0.777563
25.714286,302.110553,0.425960,0.762830
25.714286,303.919598,0.447175,0.747337
25.714286,305.728643,0.467945,0.731100
25.714286,307.537688,0.488248,0.714134
25.714286,309.346734,0.508064,0.696455
25.714286,311.155779,0.527374,0.678083
25.714286,312.964824,0.546158,0.659034
25.714286,314.773869,0.564398,0.639329
25.714286,316.582915,0.582075,0.618987
25.714286,318.391960,0.599172,0.598027
25.714286,320.201005,0.615672,0.576471
25.714286,322.010050,0.631558,0.554341
25.714286,323.819095,0.646814,0.531658
25.714286,325.628141,0.661425,0.508444
25.714286,327.437186,0.675378,0.484724
25.714286,329.246231,0.688657,0.460522
25.714286,331.055276,0.701250,0.435860
25.714286,332.864322,0.713143,0.410763
25.714286,334.673367,0.724326,0.385257
25.714286,336.482412,0.734786,0.359367
25.714286,338.291457,0.744515,0.333119
25.714286,340.100503,0.753501,0.306539
25.714286,341.909548,0.761735,0.279653
25.714286,343.718593,0.769211,0.252488
25.714286,345.527638,0.775920,0.225072
25.714286,347.336683,0.781855,0.197431
25.714286,349.145729,0.787011,0.169593
25.714286,350.954774,0.791383,0.141587
25.714286,352.763819,0.794966,0.113439
25.714286,354.572864,0.797756,0.085179
25.714286,356.381910,0.799751,0.056833
25.714286,358.190955,0.800949,0.028431
25.714286,360.000000,0.801349,0.000000
27.551020,0.000000,0.774484,-0.000000
27.551020,1.809045,0.774097,-0.027977
27.551020,3.618090,0.772940,-0.055926
27.551020,5.427136,0.771012,-0.083819
27.551020,7.236181,0.768315,-0.111629
27.551020,9.045226,0.764852,-0.139327
27.551020,10.854271,0.760627,-0.166887
27.551020,12.663317,0.755644,-0.194280
27.551020,14.472362,0.749908,-0.221480
27.551020,16.281407,0.743424,-0.248459
27.551020,18.090452,0.736199,-0.275190
27.551020,19.899497,0.728240,-0.301647
27.551020,21.708543,0.719555,-0.327803
27.551020,23.517588,0.710153,-0.353632
27.551020,25.326633,0.700043,-0.379109
27.551020,27.135678,0.689235,-0.404208
27.551020,28.944724,0.677741,-0.428904
27.551020,30.753769,0.665570,-0.453172
27.551020,32.562814,0.652736,-0.476989
27.551020,34.371859,0.639251,-0.500330
27.551020,36.180905,0.625130,-0.523173
27.551020,37.989950,0.610385,-0.545494
27.551020,39.798995,0.595031,-0.567271
27.551020,41.608040,0.579085,-0.588483
27.551020,43.417085,0.562562,-0.609108
27.551020,45.226131,0.545477,-0.629126
27.551020,47.035176,0.527848,-0.648517
27.551020,48.844221,0.509694,-0.667261
27.551020,50.653266,0.491032,-0.685341
27.551020,52.462312,0.471880,-0.702737
27.551020,54.271357,0.452257,-0.719432
27.551020,56.080402,0.432184,-0.735411
27.551020,57.889447,0.411680,-0.750657
27.551020,59.698492,0.390766,-0.765154
27.551020,61.507538,0.369462,-0.778888
27.551020,63.316583,0.347790,-0.791846
27.551020,65.125628,0.325771,-0.804015
27.551020,66.934673,0.303428,-0.815382
27.551020,68.743719,0.280781,-0.825936
27.551020,70.552764,0.257855,-0.835667
27.551020,72.361809,0.234673,-0.844566
27.551020,74.170854,0.211256,-0.852622
27.551020,75.979899,0.187628,-0.859828
27.551020,77.788945,0.163814,-0.866177
27.551020,79.597990,0.139836,-0.871663
27.551020,81.407035,0.115719,-0.876280
27.551020,83.216080,0.091486,-0.880023
27.551020,85.025126,0.067162,-0.882889
27.551020,86.834171,0.042772,-0.884876
27.551020,88.643216,0.018338,-0.885980
27.551020,90.452261,-0.006113,-0.886200
27.551020,92.261307,-0.030559,-0.885538
27.551020,94.070352,-0.054974,-0.883993
27.551020,95.879397,-0.079334,-0.881567
27.551020,97.688442,-0.103615,-0.878261
27.551020,99.497487,-0.127793,-0.874080
27.551020,101.306533,-0.151844,-0.869029
27.551020,103.115578,-0.175743,-0.863111
27.551020,104.924623,-0.199467,-0.856332
27.551020,106.733668,-0.222992,-0.848699
27.551020,108.542714,-0.246295,-0.840221
27.551020,110.351759,-0.269352,-0.830906
27.551020,112.160804,-0.292141,-0.820761
27.551020,113.969849,-0.314638,-0.809799
27.551020,115.778894,-0.336822,-0.798030
27.551020,117.587940,-0.358671,-0.785465
27.551020,119.396985,-0.380161,-0.772117
27.551020,121.206030,-0.401273,-0.757999
27.551020,123.015075,-0.421985,-0.743126
27.551020,124.824121,-0.442276,-0.727513
27.551020,126.633166,-0.462126,-0.711173
27.551020,128.442211,-0.481516,-0.694125
27.551020,130.251256,-0.500425,-0.676385
27.551020,132.060302,-0.518836,-0.657972
27.551020,133.869347,-0.536730,-0.638901
27.551020,135.678392,-0.554088,-0.619194
27.551020,137.487437,-0.570894,-0.598870
27.551020,139.296482,-0.587132,-0.577949
27.551020,141.105528,-0.602783,-0.556452
27.551020,142.914573,-0.617834,-0.534400
27.551020,144.723618,-0.632269,-0.511815
27.551020,146.532663,-0.646075,-0.488721
27.551020,148.341709,-0.659235,-0.465139
27.551020,150.150754,-0.671739,-0.441093
27.551020,151.959799,-0.683573,-0.416608
27.551020,153.768844,-0.694726,-0.391707
27.551020,155.577889,-0.705186,-0.366416
27.551020,157.386935,-0.714943,-0.340760
27.551020,159.195980,-0.723988,-0.314764
27.551020,161.005025,-0.732311,-0.288454
27.551020,162.814070,-0.739904,-0.261857
27.551020,164.623116,-0.746759,-0.234999
27.551020,166.432161,-0.752870,-0.207906
27.551020,168.241206,-0.758231,-0.180606
27.551020,170.050251,-0.762835,-0.153126
27.551020,171.859296,-0.766679,-0.125494
27.551020,173.668342,-0.769759,-0.097736
27.551020,175.477387,-0.772072,-0.069881
27.551020,177.286432,-0.773615,-0.041957
27.551020,179.095477,-0.774387,-0.013990
27.551020,180.904523,-0.774387,0.013990
27.551020,182.713568,-0.773615,0.041957
27.551020,184.522613,-0.772072,0.069881
27.551020,186.331658,-0.769759,0.097736
27.551020,188.140704,-0.766679,0.125494
27.551020,189.949749,-0.762835,0.153126
27.551020,191.758794,-0.758231,0.180606
27.551020,193.567839,-0.752870,0.207906
27.551020,195.376884,-0.746759,0.234999
27.551020,197.185930,-0.739904,0.261857
27.551020,198.994975,-0.732311,0.288454
27.551020,200.804020,-0.723988,0.314764
27.551020,202.613065,-0.714943,0.340760
27.551020,204.422111,-0.705186,0.366416
27.551020,206.231156,-0.694726,0.391707
27.551020,208.040201,-0.683573,0.416608
27.551020,209.849246,-0.671739,0.441093
27.551020,211.658291,-0.659235,0.465139
27.551020,213.467337,-0.646075,0.488721
27.551020,215.276382,-0.632269,0.511815
27.551020,217.085427,-0.617834,0.534400
27.551020,218.894472,-0.602783,0.556452
27.551020,220.703518,-0.587132,0.577949
27.551020,222.512563,-0.570894,0.598870
27.551020,224.321608,-0.554088,0.619194
27.551020,226.130653,-0.536730,0.638901
27.551020,227.939698,-0.518836,0.657972
27.551020,229.748744,-0.500425,0.676385
27.551020,231.557789,-0.481516,0.694125
27.551020,233.366834,-0.462126,0.711173
27.551020,235.175879,-0.442276,0.727513
27.551020,236.984925,-0.421985,0.743126
27.551020,238.793970,-0.401273,0.757999
27.551020,240.603015,-0.380161,0.772117
27.551020,242.412060,-0.358671,0.785465
27.551020,244.221106,-0.336822,0.798030
27.551020,246.030151,-0.314638,0.809799
27.551020,247.839196,-0.292141,0.820761
27.551020,249.648241,-0.269352,0.830906
27.551020,251.457286,-0.246295,0.840221
27.551020,253.266332,-0.222992,0.848699
27.551020,255.075377,-0.199467,0.856332
27.551020,256.884422,-0.175743,0.863111
27.551020,258.693467,-0.151844,0.869029
27.551020,260.502513,-0.127793,0.874080
27.551020,262.311558,-0.103615,0.878261
27.551020,264.120603,-0.079334,0.881567
27.551020,265.929648,-0.054974,0.883993
27.551020,267.738693,-0.030559,0.885538
27.551020,269.547739,-0.006113,0.886200
27.551020,271.356784,0.018338,0.885980
27.551020,273.165829,0.042772,0.884876
27.551020,274.974874,0.067162,0.882889
27.551020,276.783920,0.091486,0.880023
27.551020,278.592965,0.115719,0.876280
27.551020,280.402010,0.139836,0.871663
27.551020,282.211055,0.163814,0.866177
27.551020,284.020101,0.187628,0.859828
27.551020,285.829146,0.211256,0.852622
27.551020,287.638191,0.234673,0.844566
27.551020,289.447236,0.257855,0.835667
27.551020,291.256281,0.280781,0.825936
27.551020,293.065327,0.303428,0.815382
27.551020,294.874372,0.325771,0.804015
27.551020,296.683417,0.347790,0.791846
27.551020,298.492462,0.369462,0.778888
27.551020,300.301508,0.390766,0.765154
27.551020,302.110553,0.411680,0.750657
27.551020,303.919598,0.432184,0.735411
27.551020,305.728643,0.452257,0.719432
27.551020,307.537688,0.471880,0.702737
27.551020,309.346734,0.491032,0.685341
27.551020,311.155779,0.509694,0.667261
27.551020,312.964824,0.527848,0.648517
27.551020,314.773869,0.545477,0.629126
27.551020,316.582915,0.562562,0.609108
27.551020,318.391960,0.579085,0.588483
27.551020,320.201005,0.595031,0.567271
27.551020,322.010050,0.610385,0.545494
27.551020,323.819095,0.625130,0.523173
27.551020,325.628141,0.639251,0.500330
27.551020,327.437186,0.652736,0.476989
27.551020,329.246231,0.665570,0.453172
27.551020,331.055276,0.677741,0.428904
27.551020,332.864322,0.689235,0.404208
27.551020,334.673367,0.700043,0.379109
27.551020,336.482412,0.710153,0.353632
27.551020,338.291457,0.719555,0.327803
27.551020,340.100503,0.728240,0.301647
27.551020,341.909548,0.736199,0.275190
27.551020,343.718593,0.743424,0.248459
27.551020,345.527638,0.749908,0.221480
27.551020,347.336683,0.755644,0.194280
27.551020,349.145729,0.760627,0.166887
27.551020,350.954774,0.764852,0.139327
27.551020,352.763819,0.768315,0.111629
27.551020,354.572864,0.771012,0.083819
27.551020,356.381910,0.772940,0.055926
27.551020,358.190955,0.774097,0.027977
27.551020,360.000000,0.774484,-0.000000
29.387755,0.000000,0.746444,0.000000
29.387755,1.809045,0.746071,-0.027494
29.387755,3.618090,0.744955,-0.054961
29.387755,5.427136,0.743097,-0.082374
29.387755,7.236181,0.740499,-0.109704
29.387755,9.045226,0.737161,-0.136925
29.387755,10.854271,0.733089,-0.164009
29.387755,12.663317,0.728286,-0.190930
29.387755,14.472362,0.722758,-0.217660
29.387755,16.281407,0.716508,-0.244174
29.387755,18.090452,0.709545,-0.270444
29.387755,19.899497,0.701874,-0.296445
29.387755,21.708543,0.693504,-0.322150
29.387755,23.517588,0.684442,-0.347533
29.387755,25.326633,0.674698,-0.372571
29.387755,27.135678,0.664282,-0.397237
29.387755,28.944724,0.653203,-0.421507
29.387755,30.753769,0.641473,-0.445357
29.387755,32.562814,0.629104,-0.468763
29.387755,34.371859,0.616107,-0.491702
29.387755,36.180905,0.602497,-0.514151
29.387755,37.989950,0.588286,-0.536087
29.387755,39.798995,0.573488,-0.557488
29.387755,41.608040,0.558119,-0.578334
29.387755,43.417085,0.542194,-0.598604
29.387755,45.226131,0.525728,-0.618277
29.387755,47.035176,0.508738,-0.637333
29.387755,48.844221,0.491241,-0.655754
29.387755,50.653266,0.473254,-0.673522
29.387755,52.462312,0.454796,-0.690618
29.387755,54.271357,0.435883,-0.707025
29.387755,56.080402,0.416537,-0.722728
29.387755,57.889447,0.396776,-0.737711
29.387755,59.698492,0.376618,-0.751958
29.387755,61.507538,0.356086,-0.765455
29.387755,63.316583,0.335198,-0.778190
29.387755,65.125628,0.313977,-0.790149
29.387755,66.934673,0.292442,-0.801320
29.387755,68.743719,0.270616,-0.811692
29.387755,70.552764,0.248520,-0.821256
29.387755,72.361809,0.226176,-0.830001
29.387755,74.170854,0.203607,-0.837918
29.387755,75.979899,0.180835,-0.845000
29.387755,77.788945,0.157883,-0.851239
29.387755,79.597990,0.134773,-0.856631
29.387755,81.407035,0.111529,-0.861168
29.387755,83.216080,0.088174,-0.864847
29.387755,85.025126,0.064731,-0.867663
29.387755,86.834171,0.041223,-0.869615
29.387755,88.643216,0.017674,-0.870701
29.387755,90.452261,-0.005892,-0.870917
29.387755,92.261307,-0.029452,-0.870266
29.387755,94.070352,-0.052984,-0.868748
29.387755,95.879397,-0.076462,-0.866363
29.387755,97.688442,-0.099864,-0.863115
29.387755,99.497487,-0.123166,-0.859006
29.387755,101.306533,-0.146346,-0.854042
29.387755,103.115578,-0.169380,-0.848226
29.387755,104.924623,-0.192245,-0.841564
29.387755,106.733668,-0.214918,-0.834063
29.387755,108.542714,-0.237378,-0.825731
29.387755,110.351759,-0.259600,-0.816576
29.387755,112.160804,-0.281564,-0.806607
29.387755,113.969849,-0.303247,-0.795833
29.387755,115.778894,-0.324628,-0.784267
29.387755,117.587940,-0.345685,-0.771919
29.387755,119.396985,-0.366398,-0.758801
29.387755,121.206030,-0.386745,-0.744927
29.387755,123.015075,-0.406707,-0.730311
29.387755,124.824121,-0.426264,-0.714966
29.387755,126.633166,-0.445395,-0.698909
29.387755,128.442211,-0.464082,-0.682155
29.387755,130.251256,-0.482307,-0.664721
29.387755,132.060302,-0.500052,-0.646624
29.387755,133.869347,-0.517297,-0.627883
29.387755,135.678392,-0.534027,-0.608516
29.387755,137.487437,-0.550225,-0.588542
29.387755,139.296482,-0.565875,-0.567982
29.387755,141.105528,-0.580960,-0.546856
29.387755,142.914573,-0.595466,-0.525184
29.387755,144.723618,-0.609378,-0.502989
29.387755,146.532663,-0.622684,-0.480293
29.387755,148.341709,-0.635368,-0.457117
29.387755,150.150754,-0.647419,-0.433486
29.387755,151.959799,-0.658824,-0.409423
29.387755,153.768844,-0.669574,-0.384952
29.387755,155.577889,-0.679655,-0.360097
29.387755,157.386935,-0.689059,-0.334883
29.387755,159.195980,-0.697776,-0.309336
29.387755,161.005025,-0.705798,-0.283480
29.387755,162.814070,-0.713116,-0.257341
29.387755,164.623116,-0.719722,-0.230946
29.387755,166.432161,-0.725612,-0.204320
29.387755,168.241206,-0.730779,-0.177492
29.387755,170.050251,-0.735217,-0.150486
29.387755,171.859296,-0.738922,-0.123330
29.387755,173.668342,-0.741890,-0.096051
29.387755,175.477387,-0.744119,-0.068676
29.387755,177.286432,-0.745607,-0.041233
29.387755,179.095477,-0.746350,-0.013749
29.387755,180.904523,-0.746350,0.013749
29.387755,182.713568,-0.745607,0.041233
29.387755,184.522613,-0.744119,0.068676
29.387755,186.331658,-0.741890,0.096051
29.387755,188.140704,-0.738922,0.123330
29.387755,189.949749,-0.735217,0.150486
29.387755,191.758794,-0.730779,0.177492
29.387755,193.567839,-0.725612,0.204320
29.387755,195.376884,-0.719722,0.230946
29.387755,197.185930,-0.713116,0.257341
29.387755,198.994975,-0.705798,0.283480
29.387755,200.804020,-0.697776,0.309336
29.387755,202.613065,-0.689059,0.334883
29.387755,204.422111,-0.679655,0.360097
29.387755,206.231156,-0.669574,0.384952
29.387755,208.040201,-0.658824,0.409423
29.387755,209.849246,-0.647419,0.433486
29.387755,211.658291,-0.635368,0.457117
29.387755,213.467337,-0.622684,0.480293
29.387755,215.276382,-0.609378,0.502989
29.387755,217.085427,-0.595466,0.525184
29.387755,218.894472,-0.580960,0.546856
29.387755,220.703518,-0.565875,0.567982
29.387755,222.512563,-0.550225,0.588542
29.387755,224.321608,-0.534027,0.608516
29.387755,226.130653,-0.517297,0.627883
29.387755,227.939698,-0.500052,0.646624
29.387755,229.748744,-0.482307,0.664721
29.387755,231.557789,-0.464082,0.682155
29.387755,233.366834,-0.445395,0.698909
29.387755,235.175879,-0.426264,0.714966
29.387755,236.984925,-0.406707,0.730311
29.387755,238.793970,-0.386745,0.744927
29.387755,240.603015,-0.366398,0.758801
29.387755,242.412060,-0.345685,0.771919
29.387755,244.221106,-0.324628,0.784267
29.387755,246.030151,-0.303247,0.795833
29.387755,247.839196,-0.281564,0.806607
29.387755,249.648241,-0.259600,0.816576
29.387755,251.457286,-0.237378,0.825731
29.387755,253.266332,-0.214918,0.834063
29.387755,255.075377,-0.192245,0.841564
29.387755,256.884422,-0.169380,0.848226
29.387755,258.693467,-0.146346,0.854042
29.387755,260.502513,-0.123166,0.859006
29.387755,262.311558,-0.099864,0.863115
29.387755,264.120603,-0.076462,0.866363
29.387755,265.929648,-0.052984,0.868748
29.387755,267.738693,-0.029452,0.870266
29.387755,269.547739,-0.005892,0.870917
29.387755,271.356784,0.017674,0.870701
29.387755,273.165829,0.041223,0.869615
29.387755,274.974874,0.064731,0.867663
29.387755,276.783920,0.088174,0.864847
29.387755,278.592965,0.111529,0.861168
29.387755,280.402010,0.134773,0.856631
29.387755,282.211055,0.157883,0.851239
29.387755,284.020101,0.180835,0.845000
29.387755,285.829146,0.203607,0.837918
29.387755,287.638191,0.226176,0.830001
29.387755,289.447236,0.248520,0.821256
29.387755,291.256281,0.270616,0.811692
29.387755,293.065327,0.292442,0.801320
29.387755,294.874372,0.313977,0.790149
29.387755,296.683417,0.335198,0.778190
29.387755,298.492462,0.356086,0.765455
29.387755,300.301508,0.376618,0.751958
29.387755,302.110553,0.396776,0.737711
29.387755,303.919598,0.416537,0.722728
29.387755,305.728643,0.435883,0.707025
29.387755,307.537688,0.454796,0.690618
29.387755,309.346734,0.473254,0.673522
29.387755,311.155779,0.491241,0.655754
29.387755,312.964824,0.508738,0.637333
29.387755,314.773869,0.525728,0.618277
29.387755,316.582915,0.542194,0.598604
29.387755,318.391960,0.558119,0.578334
29.387755,320.201005,0.573488,0.557488
29.387755,322.010050,0.588286,0.536087
29.387755,323.819095,0.602497,0.514151
29.387755,325.628141,0.616107,0.491702
29.387755,327.437186,0.629104,0.468763
29.387755,329.246231,0.641473,0.445357
29.387755,331.055276,0.653203,0.421507
29.387755,332.864322,0.664282,0.397237
29.387755,334.673367,0.674698,0.372571
29.387755,336.482412,0.684442,0.347533
29.387755,338.291457,0.693504,0.322150
29.387755,340.100503,0.701874,0.296445
29.387755,341.909548,0.709545,0.270444
29.387755,343.718593,0.716508,0.244174
29.387755,345.527638,0.722758,0.217660
29.387755,347.336683,0.728286,0.190930
29.387755,349.145729,0.733089,0.164009
29.387755,350.954774,0.737161,0.136925
29.387755,352.763819,0.740499,0.109704
29.387755,354.572864,0.743097,0.082374
29.387755,356.381910,0.744955,0.054961
29.387755,358.190955,0.746071,0.027494
29.387755,360.000000,0.746444,0.000000
31.224490,0.000000,0.717353,-0.000000
31.224490,1.809045,0.716995,-0.026984
31.224490,3.618090,0.715922,-0.053940
31.224490,5.427136,0.714137,-0.080844
31.224490,7.236181,0.711639,-0.107666
31.224490,9.045226,0.708432,-0.134381
31.224490,10.854271,0.704518,-0.160962
31.224490,12.663317,0.699903,-0.187383
31.224490,14.472362,0.694590,-0.213617
31.224490,16.281407,0.688584,-0.239638
31.224490,18.090452,0.681892,-0.265420
31.224490,19.899497,0.674520,-0.290938
31.224490,21.708543,0.666476,-0.316165
31.224490,23.517588,0.657767,-0.341077
31.224490,25.326633,0.648403,-0.365650
31.224490,27.135678,0.638393,-0.389858
31.224490,28.944724,0.627746,-0.413677
31.224490,30.753769,0.616473,-0.437084
31.224490,32.562814,0.604586,-0.460055
31.224490,34.371859,0.592096,-0.482568
31.224490,36.180905,0.579016,-0.504599
31.224490,37.989950,0.565359,-0.526128
31.224490,39.798995,0.551138,-0.547132
31.224490,41.608040,0.536368,-0.567591
31.224490,43.417085,0.521063,-0.587484
31.224490,45.226131,0.505239,-0.606791
31.224490,47.035176,0.488911,-0.625493
31.224490,48.844221,0.472096,-0.643572
31.224490,50.653266,0.454810,-0.661010
31.224490,52.462312,0.437071,-0.677789
31.224490,54.271357,0.418896,-0.693891
31.224490,56.080402,0.400303,-0.709302
31.224490,57.889447,0.381312,-0.724007
31.224490,59.698492,0.361940,-0.737989
31.224490,61.507538,0.342208,-0.751236
31.224490,63.316583,0.322134,-0.763734
31.224490,65.125628,0.301740,-0.775471
31.224490,66.934673,0.281045,-0.786434
31.224490,68.743719,0.260069,-0.796614
31.224490,70.552764,0.238834,-0.805999
31.224490,72.361809,0.217362,-0.814582
31.224490,74.170854,0.195672,-0.822352
31.224490,75.979899,0.173787,-0.829302
31.224490,77.788945,0.151730,-0.835426
31.224490,79.597990,0.129521,-0.840717
31.224490,81.407035,0.107182,-0.845171
31.224490,83.216080,0.084737,-0.848781
31.224490,85.025126,0.062208,-0.851545
31.224490,86.834171,0.039617,-0.853461
31.224490,88.643216,0.016986,-0.854526
31.224490,90.452261,-0.005662,-0.854738
31.224490,92.261307,-0.028305,-0.854099
31.224490,94.070352,-0.050919,-0.852609
31.224490,95.879397,-0.073482,-0.850269
31.224490,97.688442,-0.095972,-0.847081
31.224490,99.497487,-0.118366,-0.843049
31.224490,101.306533,-0.140643,-0.838176
31.224490,103.115578,-0.162779,-0.832468
31.224490,104.924623,-0.184753,-0.825930
31.224490,106.733668,-0.206542,-0.818569
31.224490,108.542714,-0.228126,-0.810392
31.224490,110.351759,-0.249483,-0.801407
31.224490,112.160804,-0.270591,-0.791623
31.224490,113.969849,-0.291429,-0.781049
31.224490,115.778894,-0.311976,-0.769698
31.224490,117.587940,-0.332213,-0.757580
31.224490,119.396985,-0.352118,-0.744705
31.224490,121.206030,-0.371672,-0.731089
31.224490,123.015075,-0.390856,-0.716744
31.224490,124.824121,-0.409651,-0.701685
31.224490,126.633166,-0.428037,-0.685925
31.224490,128.442211,-0.445996,-0.669482
31.224490,130.251256,-0.463511,-0.652372
