Pe, phi, Phi
143.246081,-0.434059,2.928738
143.246081,0.000000,2.933417
143.246081,0.434059,2.928741
143.246081,0.868118,2.914933
143.246081,1.302177,2.892330
143.246081,1.736236,2.861268
143.246081,2.170295,2.822083
143.246081,2.604354,2.775111
143.246081,3.038413,2.720688
143.246081,3.472471,2.659151
143.246081,3.906530,2.590856
143.246081,4.340589,2.516380
143.246081,4.774648,2.436425
143.246081,5.208707,2.351695
143.246081,5.642766,2.262894
143.246081,6.076825,2.170727
143.246081,6.510884,2.075896
143.246081,6.944943,1.979107
143.246081,7.379002,1.881061
143.246081,7.813061,1.782380
143.246081,8.247120,1.683588
143.246081,8.681179,1.585202
143.246081,9.115238,1.487737
143.246081,9.549297,1.391712
143.246081,9.983356,1.297642
143.246081,10.417414,1.206045
143.246081,10.851473,1.117437
143.246081,11.285532,1.032235
143.246081,11.719591,0.950583
143.246081,12.153650,0.872571
143.246081,12.587709,0.798292
143.246081,13.021768,0.727840
143.246081,13.455827,0.661306
143.246081,13.889886,0.598784
143.246081,14.323945,0.540365
143.246081,14.758004,0.486119
143.246081,15.192063,0.435946
143.246081,15.626122,0.389679
143.246081,16.060181,0.347150
143.246081,16.494240,0.308188
143.246081,16.928298,0.272627
143.246081,17.362357,0.240299
143.246081,17.796416,0.211033
143.246081,18.230475,0.184662
143.246081,18.664534,0.161008
143.246081,19.098593,0.139885
143.246081,19.532652,0.121106
143.246081,19.966711,0.104484
143.246081,20.400770,0.089832
143.246081,20.834829,0.076966
143.246081,21.268888,0.065697
143.246081,21.702947,0.055839
143.246081,22.137006,0.047232
143.246081,22.571065,0.039764
143.246081,23.005124,0.033333
143.246081,23.439183,0.027834
143.246081,23.873241,0.023163
143.246081,24.307300,0.019215
143.246081,24.741359,0.015887
143.246081,25.175418,0.013074
143.246081,25.609477,0.010682
143.246081,26.043536,0.008660
143.246081,26.477595,0.006970
143.246081,26.911654,0.005575
143.246081,27.345713,0.004436
143.246081,27.779772,0.003516
143.246081,28.213831,0.002777
143.246081,28.647890,0.002182
143.246081,29.081949,0.001694
143.246081,29.516008,0.001292
143.246081,29.950067,0.000968
143.246081,30.384125,0.000711
143.246081,30.818184,0.000512
143.246081,31.252243,0.000362
143.246081,31.686302,0.000251
143.246081,32.120361,0.000172
143.246081,32.554420,0.000114
143.246081,32.988479,0.000071
143.246081,33.422538,0.000040
143.246081,33.856597,0.000020
143.246081,34.290656,0.000008
143.246081,34.724715,0.000001
143.246081,35.158774,-0.000001
143.246081,35.592833,-0.000001
143.246081,36.026892,0.000001
143.246081,36.460951,0.000002
143.246081,36.895010,0.000003
143.246081,37.329068,0.000003
143.246081,37.763127,0.000003
143.246081,38.197186,0.000003
143.246081,38.631245,0.000002
143.246081,39.065304,0.000001
143.246081,39.499363,0.000000
143.246081,39.933422,0.000000
143.246081,40.367481,-0.000000
143.246081,40.801540,0.000000
143.246081,41.235599,0.000000
143.246081,41.669658,0.000000
143.246081,42.103717,0.000000
143.246081,42.537776,0.000000
143.246081,42.971835,0.000000
143.246081,58.197186,0.000001
143.246081,73.422538,0.000001
143.246081,88.647890,0.000001
143.246081,103.873241,0.000001
143.246081,119.098593,0.000001
143.246081,134.323945,0.000001
143.246081,149.549297,0.000001
143.246081,164.774648,0.000001
143.246081,180.000000,-0.000001
145.948649,-180.000000,0.000000
145.948649,-164.774648,0.000000
145.948649,-149.549297,0.000000
145.948649,-134.323945,0.000001
145.948649,-119.098593,0.000001
145.948649,-103.873241,0.000001
145.948649,-88.647890,0.000001
145.948649,-73.422538,0.000001
145.948649,-58.197186,0.000001
145.948649,-42.971835,0.000000
145.948649,-42.537776,0.000000
145.948649,-42.103717,0.000000
145.948649,-41.669658,0.000000
145.948649,-41.235599,0.000000
145.948649,-40.801540,-0.000000
145.948649,-40.367481,-0.000000
145.948649,-39.933422,-0.000000
145.948649,-39.499363,0.000001
145.948649,-39.065304,0.000002
145.948649,-38.631245,0.000003
145.948649,-38.197186,0.000004
145.948649,-37.763127,0.000005
145.948649,-37.329068,0.000005
145.948649,-36.895010,0.000004
145.948649,-36.460951,0.000002
145.948649,-36.026892,0.000001
145.948649,-35.592833,-0.000001
145.948649,-35.158774,-0.000002
145.948649,-34.724715,-0.000002
145.948649,-34.290656,0.000002
145.948649,-33.856597,0.000008
145.948649,-33.422538,0.000020
145.948649,-32.988479,0.000040
145.948649,-32.554420,0.000071
145.948649,-32.120361,0.000116
145.948649,-31.686302,0.000179
145.948649,-31.252243,0.000270
145.948649,-30.818184,0.000396
145.948649,-30.384125,0.000565
145.948649,-29.950067,0.000786
145.948649,-29.516008,0.001067
145.948649,-29.081949,0.001417
145.948649,-28.647890,0.001845
145.948649,-28.213831,0.002371
145.948649,-27.779772,0.003028
145.948649,-27.345713,0.003853
145.948649,-26.911654,0.004881
145.948649,-26.477595,0.006149
145.948649,-26.043536,0.007692
145.948649,-25.609477,0.009547
145.948649,-25.175418,0.011749
145.948649,-24.741359,0.014349
145.948649,-24.307300,0.017439
145.948649,-23.873241,0.021122
145.948649,-23.439183,0.025502
145.948649,-23.005124,0.030681
145.948649,-22.571065,0.036763
145.948649,-22.137006,0.043850
145.948649,-21.702947,0.052045
145.948649,-21.268888,0.061459
145.948649,-20.834829,0.072254
145.948649,-20.400770,0.084621
145.948649,-19.966711,0.098751
145.948649,-19.532652,0.114834
145.948649,-19.098593,0.133061
145.948649,-18.664534,0.153623
145.948649,-18.230475,0.176710
145.948649,-17.796416,0.202512
145.948649,-17.362357,0.231216
145.948649,-16.928298,0.263000
145.948649,-16.494240,0.298045
145.948649,-16.060181,0.336530
145.948649,-15.626122,0.378635
145.948649,-15.192063,0.424540
145.948649,-14.758004,0.474423
145.948649,-14.323945,0.528465
145.948649,-13.889886,0.586774
145.948649,-13.455827,0.649291
145.948649,-13.021768,0.715932
145.948649,-12.587709,0.786612
145.948649,-12.153650,0.861248
145.948649,-11.719591,0.939754
145.948649,-11.285532,1.022048
145.948649,-10.851473,1.108044
145.948649,-10.417414,1.197609
145.948649,-9.983356,1.290317
145.948649,-9.549297,1.385642
145.948649,-9.115238,1.483057
145.948649,-8.681179,1.582036
145.948649,-8.247120,1.682050
145.948649,-7.813061,1.782573
145.948649,-7.379002,1.883077
145.948649,-6.944943,1.983030
145.948649,-6.510884,2.081788
145.948649,-6.076825,2.178625
145.948649,-5.642766,2.272810
145.948649,-5.208707,2.363612
145.948649,-4.774648,2.450302
145.948649,-4.340589,2.532150
145.948649,-3.906530,2.608425
145.948649,-3.472471,2.678399
145.948649,-3.038413,2.741473
145.948649,-2.604354,2.797275
145.948649,-2.170295,2.845455
145.948649,-1.736236,2.885661
145.948649,-1.302177,2.917543
145.948649,-0.868118,2.940750
145.948649,-0.434059,2.954932
145.948649,0.000000,2.959738
145.948649,0.434059,2.954934
145.948649,0.868118,2.940754
145.948649,1.302177,2.917549
145.948649,1.736236,2.885670
145.948649,2.170295,2.845466
145.948649,2.604354,2.797289
145.948649,3.038413,2.741489
145.948649,3.472471,2.678417
145.948649,3.906530,2.608446
145.948649,4.340589,2.532174
145.948649,4.774648,2.450329
145.948649,5.208707,2.363642
145.948649,5.642766,2.272842
145.948649,6.076825,2.178660
145.948649,6.510884,2.081826
145.948649,6.944943,1.983071
145.948649,7.379002,1.883121
145.948649,7.813061,1.782619
145.948649,8.247120,1.682099
145.948649,8.681179,1.582087
145.948649,9.115238,1.483112
145.948649,9.549297,1.385698
145.948649,9.983356,1.290375
145.948649,10.417414,1.197668
145.948649,10.851473,1.108105
145.948649,11.285532,1.022110
145.948649,11.719591,0.939817
145.948649,12.153650,0.861311
145.948649,12.587709,0.786676
145.948649,13.021768,0.715995
145.948649,13.455827,0.649354
145.948649,13.889886,0.586837
145.948649,14.323945,0.528526
145.948649,14.758004,0.474483
145.948649,15.192063,0.424598
145.948649,15.626122,0.378692
145.948649,16.060181,0.336585
145.948649,16.494240,0.298098
145.948649,16.928298,0.263050
145.948649,17.362357,0.231263
145.948649,17.796416,0.202557
145.948649,18.230475,0.176752
145.948649,18.664534,0.153662
145.948649,19.098593,0.133098
145.948649,19.532652,0.114868
145.948649,19.966711,0.098782
145.948649,20.400770,0.084649
145.948649,20.834829,0.072279
145.948649,21.268888,0.061481
145.948649,21.702947,0.052065
145.948649,22.137006,0.043867
145.948649,22.571065,0.036778
145.948649,23.005124,0.030694
145.948649,23.439183,0.025513
145.948649,23.873241,0.021132
145.948649,24.307300,0.017447
145.948649,24.741359,0.014355
145.948649,25.175418,0.011755
145.948649,25.609477,0.009551
145.948649,26.043536,0.007695
145.948649,26.477595,0.006151
145.948649,26.911654,0.004883
145.948649,27.345713,0.003854
145.948649,27.779772,0.003029
145.948649,28.213831,0.002371
145.948649,28.647890,0.001846
145.948649,29.081949,0.001417
145.948649,29.516008,0.001067
145.948649,29.950067,0.000786
145.948649,30.384125,0.000565
145.948649,30.818184,0.000395
145.948649,31.252243,0.000269
145.948649,31.686302,0.000179
145.948649,32.120361,0.000115
145.948649,32.554420,0.000071
145.948649,32.988479,0.000040
145.948649,33.422538,0.000020
145.948649,33.856597,0.000008
145.948649,34.290656,0.000001
145.948649,34.724715,-0.000002
145.948649,35.158774,-0.000002
145.948649,35.592833,-0.000001
145.948649,36.026892,0.000001
145.948649,36.460951,0.000002
145.948649,36.895010,0.000004
145.948649,37.329068,0.000005
145.948649,37.763127,0.000005
145.948649,38.197186,0.000004
145.948649,38.631245,0.000003
145.948649,39.065304,0.000002
145.948649,39.499363,0.000001
145.948649,39.933422,-0.000000
145.948649,40.367481,-0.000000
145.948649,40.801540,0.000000
145.948649,41.235599,0.000000
145.948649,41.669658,0.000000
145.948649,42.103717,0.000001
145.948649,42.537776,0.000001
145.948649,42.971835,0.000000
145.948649,58.197186,0.000001
145.948649,73.422538,0.000001
145.948649,88.647890,0.000001
145.948649,103.873241,0.000001
145.948649,119.098593,0.000001
145.948649,134.323945,0.000001
145.948649,149.549297,0.000001
145.948649,164.774648,0.000001
145.948649,180.000000,-0.000001
148.651216,-180.000000,0.000000
148.651216,-164.774648,0.000000
148.651216,-149.549297,0.000000
148.651216,-134.323945,0.000001
148.651216,-119.098593,0.000001
148.651216,-103.873241,0.000001
148.651216,-88.647890,0.000001
148.651216,-73.422538,0.000001
148.651216,-58.197186,0.000001
148.651216,-42.971835,0.000000
148.651216,-42.537776,0.000001
148.651216,-42.103717,0.000001
148.651216,-41.669658,0.000000
148.651216,-41.235599,0.000000
148.651216,-40.801540,0.000000
148.651216,-40.367481,-0.000000
148.651216,-39.933422,0.000000
148.651216,-39.499363,0.000001
148.651216,-39.065304,0.000002
148.651216,-38.631245,0.000003
148.651216,-38.197186,0.000004
148.651216,-37.763127,0.000004
148.651216,-37.329068,0.000004
148.651216,-36.895010,0.000003
148.651216,-36.460951,0.000002
148.651216,-36.026892,0.000001
148.651216,-35.592833,-0.000001
148.651216,-35.158774,-0.000002
148.651216,-34.724715,-0.000002
148.651216,-34.290656,0.000000
148.651216,-33.856597,0.000005
148.651216,-33.422538,0.000014
148.651216,-32.988479,0.000029
148.651216,-32.554420,0.000052
148.651216,-32.120361,0.000086
148.651216,-31.686302,0.000136
148.651216,-31.252243,0.000210
148.651216,-30.818184,0.000314
148.651216,-30.384125,0.000457
148.651216,-29.950067,0.000645
148.651216,-29.516008,0.000887
148.651216,-29.081949,0.001190
148.651216,-28.647890,0.001564
148.651216,-28.213831,0.002025
148.651216,-27.779772,0.002608
148.651216,-27.345713,0.003346
148.651216,-26.911654,0.004272
148.651216,-26.477595,0.005423
148.651216,-26.043536,0.006830
148.651216,-25.609477,0.008530
148.651216,-25.175418,0.010556
148.651216,-24.741359,0.012955
148.651216,-24.307300,0.015821
148.651216,-23.873241,0.019254
148.651216,-23.439183,0.023357
148.651216,-23.005124,0.028231
148.651216,-22.571065,0.033978
148.651216,-22.137006,0.040700
148.651216,-21.702947,0.048498
148.651216,-21.268888,0.057481
148.651216,-20.834829,0.067816
148.651216,-20.400770,0.079695
148.651216,-19.966711,0.093314
148.651216,-19.532652,0.108867
148.651216,-19.098593,0.126548
148.651216,-18.664534,0.146553
148.651216,-18.230475,0.169074
148.651216,-17.796416,0.194307
148.651216,-17.362357,0.222445
148.651216,-16.928298,0.253678
148.651216,-16.494240,0.288196
148.651216,-16.060181,0.326192
148.651216,-15.626122,0.367856
148.651216,-15.192063,0.413379
148.651216,-14.758004,0.462951
148.651216,-14.323945,0.516764
148.651216,-13.889886,0.574936
148.651216,-13.455827,0.637418
148.651216,-13.021768,0.704134
148.651216,-12.587709,0.775009
148.651216,-12.153650,0.849967
148.651216,-11.719591,0.928934
148.651216,-11.285532,1.011835
148.651216,-10.851473,1.098593
148.651216,-10.417414,1.189081
148.651216,-9.983356,1.282870
148.651216,-9.549297,1.379422
148.651216,-9.115238,1.478200
148.651216,-8.681179,1.578668
148.651216,-8.247120,1.680287
148.651216,-7.813061,1.782523
148.651216,-7.379002,1.884836
148.651216,-6.944943,1.986683
148.651216,-6.510884,2.087403
148.651216,-6.076825,2.186241
148.651216,-5.642766,2.282440
148.651216,-5.208707,2.375245
148.651216,-4.774648,2.463897
148.651216,-4.340589,2.547641
148.651216,-3.906530,2.625720
148.651216,-3.472471,2.697378
148.651216,-3.038413,2.761996
148.651216,-2.604354,2.819184
148.651216,-2.170295,2.868577
148.651216,-1.736236,2.909810
148.651216,-1.302177,2.942516
148.651216,-0.868118,2.966331
148.651216,-0.434059,2.980888
148.651216,0.000000,2.985822
148.651216,0.434059,2.980890
148.651216,0.868118,2.966335
148.651216,1.302177,2.942522
148.651216,1.736236,2.909818
148.651216,2.170295,2.868588
148.651216,2.604354,2.819197
148.651216,3.038413,2.762012
148.651216,3.472471,2.697397
148.651216,3.906530,2.625741
148.651216,4.340589,2.547665
148.651216,4.774648,2.463924
148.651216,5.208707,2.375274
148.651216,5.642766,2.282472
148.651216,6.076825,2.186276
148.651216,6.510884,2.087441
148.651216,6.944943,1.986724
148.651216,7.379002,1.884880
148.651216,7.813061,1.782569
148.651216,8.247120,1.680336
148.651216,8.681179,1.578719
148.651216,9.115238,1.478253
148.651216,9.549297,1.379477
148.651216,9.983356,1.282927
148.651216,10.417414,1.189140
148.651216,10.851473,1.098653
148.651216,11.285532,1.011896
148.651216,11.719591,0.928996
148.651216,12.153650,0.850030
148.651216,12.587709,0.775071
148.651216,13.021768,0.704196
148.651216,13.455827,0.637480
148.651216,13.889886,0.574997
148.651216,14.323945,0.516824
148.651216,14.758004,0.463010
148.651216,15.192063,0.413436
148.651216,15.626122,0.367911
148.651216,16.060181,0.326245
148.651216,16.494240,0.288247
148.651216,16.928298,0.253726
148.651216,17.362357,0.222490
148.651216,17.796416,0.194350
148.651216,18.230475,0.169114
148.651216,18.664534,0.146590
148.651216,19.098593,0.126583
148.651216,19.532652,0.108899
148.651216,19.966711,0.093343
148.651216,20.400770,0.079721
148.651216,20.834829,0.067839
148.651216,21.268888,0.057502
148.651216,21.702947,0.048516
148.651216,22.137006,0.040716
148.651216,22.571065,0.033992
148.651216,23.005124,0.028243
148.651216,23.439183,0.023367
148.651216,23.873241,0.019263
148.651216,24.307300,0.015828
148.651216,24.741359,0.012961
148.651216,25.175418,0.010560
148.651216,25.609477,0.008534
148.651216,26.043536,0.006833
148.651216,26.477595,0.005425
148.651216,26.911654,0.004274
148.651216,27.345713,0.003347
148.651216,27.779772,0.002609
148.651216,28.213831,0.002026
148.651216,28.647890,0.001564
148.651216,29.081949,0.001190
148.651216,29.516008,0.000887
148.651216,29.950067,0.000645
148.651216,30.384125,0.000456
148.651216,30.818184,0.000314
148.651216,31.252243,0.000210
148.651216,31.686302,0.000136
148.651216,32.120361,0.000086
148.651216,32.554420,0.000052
148.651216,32.988479,0.000028
148.651216,33.422538,0.000014
148.651216,33.856597,0.000005
148.651216,34.290656,0.000000
148.651216,34.724715,-0.000002
148.651216,35.158774,-0.000002
148.651216,35.592833,-0.000001
148.651216,36.026892,0.000001
148.651216,36.460951,0.000002
148.651216,36.895010,0.000003
148.651216,37.329068,0.000004
148.651216,37.763127,0.000004
148.651216,38.197186,0.000004
148.651216,38.631245,0.000003
148.651216,39.065304,0.000002
148.651216,39.499363,0.000001
148.651216,39.933422,0.000000
148.651216,40.367481,-0.000000
148.651216,40.801540,0.000000
148.651216,41.235599,0.000000
148.651216,41.669658,0.000001
148.651216,42.103717,0.000001
148.651216,42.537776,0.000001
148.651216,42.971835,0.000001
148.651216,58.197186,0.000001
148.651216,73.422538,0.000001
148.651216,88.647890,0.000001
148.651216,103.873241,0.000001
148.651216,119.098593,0.000001
148.651216,134.323945,0.000001
148.651216,149.549297,0.000001
148.651216,164.774648,0.000001
148.651216,180.000000,-0.000001
151.353784,-180.000000,0.000000
151.353784,-164.774648,0.000000
151.353784,-149.549297,0.000000
151.353784,-134.323945,0.000001
151.353784,-119.098593,0.000001
151.353784,-103.873241,0.000001
151.353784,-88.647890,0.000001
151.353784,-73.422538,0.000001
151.353784,-58.197186,0.000001
151.353784,-42.971835,0.000001
151.353784,-42.537776,0.000001
151.353784,-42.103717,0.000001
151.353784,-41.669658,0.000001
151.353784,-41.235599,0.000000
151.353784,-40.801540,0.000000
151.353784,-40.367481,0.000000
151.353784,-39.933422,0.000000
151.353784,-39.499363,0.000001
151.353784,-39.065304,0.000001
151.353784,-38.631245,0.000002
151.353784,-38.197186,0.000003
151.353784,-37.763127,0.000004
151.353784,-37.329068,0.000003
151.353784,-36.895010,0.000003
151.353784,-36.460951,0.000002
151.353784,-36.026892,0.000001
151.353784,-35.592833,-0.000000
151.353784,-35.158774,-0.000001
151.353784,-34.724715,-0.000001
151.353784,-34.290656,0.000000
151.353784,-33.856597,0.000003
151.353784,-33.422538,0.000009
151.353784,-32.988479,0.000020
151.353784,-32.554420,0.000037
151.353784,-32.120361,0.000062
151.353784,-31.686302,0.000101
151.353784,-31.252243,0.000160
151.353784,-30.818184,0.000245
151.353784,-30.384125,0.000364
151.353784,-29.950067,0.000523
151.353784,-29.516008,0.000730
151.353784,-29.081949,0.000992
151.353784,-28.647890,0.001316
151.353784,-28.213831,0.001720
151.353784,-27.779772,0.002235
151.353784,-27.345713,0.002893
151.353784,-26.911654,0.003726
151.353784,-26.477595,0.004767
151.353784,-26.043536,0.006049
151.353784,-25.609477,0.007603
151.353784,-25.175418,0.009464
151.353784,-24.741359,0.011675
151.353784,-24.307300,0.014328
151.353784,-23.873241,0.017524
151.353784,-23.439183,0.021363
151.353784,-23.005124,0.025945
151.353784,-22.571065,0.031370
151.353784,-22.137006,0.037738
151.353784,-21.702947,0.045151
151.353784,-21.268888,0.053716
151.353784,-20.834829,0.063600
151.353784,-20.400770,0.075002
151.353784,-19.966711,0.088118
151.353784,-19.532652,0.103148
151.353784,-19.098593,0.120288
151.353784,-18.664534,0.139738
151.353784,-18.230475,0.161694
151.353784,-17.796416,0.186356
151.353784,-17.362357,0.213922
151.353784,-16.928298,0.244595
151.353784,-16.494240,0.278577
151.353784,-16.060181,0.316070
151.353784,-15.626122,0.357277
151.353784,-15.192063,0.402398
151.353784,-14.758004,0.451638
151.353784,-14.323945,0.505197
151.353784,-13.889886,0.563206
151.353784,-13.455827,0.625623
151.353784,-13.021768,0.692384
151.353784,-12.587709,0.763423
151.353784,-12.153650,0.838672
151.353784,-11.719591,0.918068
151.353784,-11.285532,1.001544
151.353784,-10.851473,1.089034
151.353784,-10.417414,1.180417
151.353784,-9.983356,1.275258
151.353784,-9.549297,1.373012
151.353784,-9.115238,1.473130
151.353784,-8.681179,1.575067
151.353784,-8.247120,1.678275
151.353784,-7.813061,1.782208
151.353784,-7.379002,1.886320
151.353784,-6.944943,1.990054
151.353784,-6.510884,2.092731
151.353784,-6.076825,2.193570
151.353784,-5.642766,2.291787
151.353784,-5.208707,2.386598
151.353784,-4.774648,2.477219
151.353784,-4.340589,2.562868
151.353784,-3.906530,2.642760
151.353784,-3.472471,2.716112
151.353784,-3.038413,2.782283
151.353784,-2.604354,2.840867
151.353784,-2.170295,2.891483
151.353784,-1.736236,2.933750
151.353784,-1.302177,2.967288
151.353784,-0.868118,2.991716
151.353784,-0.434059,3.006652
151.353784,0.000000,3.011716
151.353784,0.434059,3.006654
151.353784,0.868118,2.991720
151.353784,1.302177,2.967295
151.353784,1.736236,2.933759
151.353784,2.170295,2.891494
151.353784,2.604354,2.840880
151.353784,3.038413,2.782299
151.353784,3.472471,2.716130
151.353784,3.906530,2.642780
151.353784,4.340589,2.562891
151.353784,4.774648,2.477246
151.353784,5.208707,2.386627
151.353784,5.642766,2.291819
151.353784,6.076825,2.193605
151.353784,6.510884,2.092769
151.353784,6.944943,1.990094
151.353784,7.379002,1.886363
151.353784,7.813061,1.782254
151.353784,8.247120,1.678323
151.353784,8.681179,1.575117
151.353784,9.115238,1.473183
151.353784,9.549297,1.373067
151.353784,9.983356,1.275315
151.353784,10.417414,1.180475
151.353784,10.851473,1.089093
151.353784,11.285532,1.001604
151.353784,11.719591,0.918129
151.353784,12.153650,0.838734
151.353784,12.587709,0.763484
151.353784,13.021768,0.692445
151.353784,13.455827,0.625684
151.353784,13.889886,0.563265
151.353784,14.323945,0.505255
151.353784,14.758004,0.451695
151.353784,15.192063,0.402454
151.353784,15.626122,0.357330
151.353784,16.060181,0.316121
151.353784,16.494240,0.278626
151.353784,16.928298,0.244641
151.353784,17.362357,0.213966
151.353784,17.796416,0.186397
151.353784,18.230475,0.161733
151.353784,18.664534,0.139773
151.353784,19.098593,0.120321
151.353784,19.532652,0.103178
151.353784,19.966711,0.088145
151.353784,20.400770,0.075026
151.353784,20.834829,0.063622
151.353784,21.268888,0.053735
151.353784,21.702947,0.045168
151.353784,22.137006,0.037753
151.353784,22.571065,0.031382
151.353784,23.005124,0.025956
151.353784,23.439183,0.021372
151.353784,23.873241,0.017532
151.353784,24.307300,0.014335
151.353784,24.741359,0.011680
151.353784,25.175418,0.009468
151.353784,25.609477,0.007607
151.353784,26.043536,0.006051
151.353784,26.477595,0.004769
151.353784,26.911654,0.003727
151.353784,27.345713,0.002894
151.353784,27.779772,0.002235
151.353784,28.213831,0.001720
151.353784,28.647890,0.001316
151.353784,29.081949,0.000992
151.353784,29.516008,0.000730
151.353784,29.950067,0.000523
151.353784,30.384125,0.000364
151.353784,30.818184,0.000245
151.353784,31.252243,0.000160
151.353784,31.686302,0.000101
151.353784,32.120361,0.000062
151.353784,32.554420,0.000037
151.353784,32.988479,0.000020
151.353784,33.422538,0.000009
151.353784,33.856597,0.000003
151.353784,34.290656,0.000000
151.353784,34.724715,-0.000001
151.353784,35.158774,-0.000001
151.353784,35.592833,-0.000000
151.353784,36.026892,0.000001
151.353784,36.460951,0.000002
151.353784,36.895010,0.000003
151.353784,37.329068,0.000003
151.353784,37.763127,0.000004
151.353784,38.197186,0.000003
151.353784,38.631245,0.000002
151.353784,39.065304,0.000002
151.353784,39.499363,0.000001
151.353784,39.933422,0.000000
151.353784,40.367481,0.000000
151.353784,40.801540,0.000000
151.353784,41.235599,0.000000
151.353784,41.669658,0.000001
151.353784,42.103717,0.000001
151.353784,42.537776,0.000001
151.353784,42.971835,0.000001
151.353784,58.197186,0.000001
151.353784,73.422538,0.000001
151.353784,88.647890,0.000001
151.353784,103.873241,0.000001
151.353784,119.098593,0.000001
151.353784,134.323945,0.000001
151.353784,149.549297,0.000001
151.353784,164.774648,0.000001
151.353784,180.000000,-0.000001
154.056351,-180.000000,0.000000
154.056351,-164.774648,0.000000
154.056351,-149.549297,0.000000
154.056351,-134.323945,0.000001
154.056351,-119.098593,0.000001
154.056351,-103.873241,0.000001
154.056351,-88.647890,0.000001
154.056351,-73.422538,0.000001
154.056351,-58.197186,0.000001
154.056351,-42.971835,0.000001
154.056351,-42.537776,0.000001
154.056351,-42.103717,0.000001
154.056351,-41.669658,0.000001
154.056351,-41.235599,0.000000
154.056351,-40.801540,0.000000
154.056351,-40.367481,0.000000
154.056351,-39.933422,0.000000
154.056351,-39.499363,0.000001
154.056351,-39.065304,0.000001
154.056351,-38.631245,0.000002
154.056351,-38.197186,0.000003
154.056351,-37.763127,0.000003
154.056351,-37.329068,0.000003
154.056351,-36.895010,0.000002
154.056351,-36.460951,0.000001
154.056351,-36.026892,0.000001
154.056351,-35.592833,-0.000000
154.056351,-35.158774,-0.000000
154.056351,-34.724715,-0.000000
154.056351,-34.290656,0.000001
154.056351,-33.856597,0.000002
154.056351,-33.422538,0.000006
154.056351,-32.988479,0.000013
154.056351,-32.554420,0.000025
154.056351,-32.120361,0.000044
154.056351,-31.686302,0.000073
154.056351,-31.252243,0.000119
154.056351,-30.818184,0.000188
154.056351,-30.384125,0.000286
154.056351,-29.950067,0.000419
154.056351,-29.516008,0.000595
154.056351,-29.081949,0.000820
154.056351,-28.647890,0.001100
154.056351,-28.213831,0.001452
154.056351,-27.779772,0.001905
154.056351,-27.345713,0.002490
154.056351,-26.911654,0.003238
154.056351,-26.477595,0.004178
154.056351,-26.043536,0.005343
154.056351,-25.609477,0.006762
154.056351,-25.175418,0.008466
154.056351,-24.741359,0.010500
154.056351,-24.307300,0.012954
154.056351,-23.873241,0.015924
154.056351,-23.439183,0.019511
154.056351,-23.005124,0.023813
154.056351,-22.571065,0.028929
154.056351,-22.137006,0.034958
154.056351,-21.702947,0.041997
154.056351,-21.268888,0.050155
154.056351,-20.834829,0.059600
154.056351,-20.400770,0.070534
154.056351,-19.966711,0.083156
154.056351,-19.532652,0.097670
154.056351,-19.098593,0.114275
154.056351,-18.664534,0.133173
154.056351,-18.230475,0.154565
154.056351,-17.796416,0.178653
154.056351,-17.362357,0.205644
154.056351,-16.928298,0.235750
154.056351,-16.494240,0.269185
154.056351,-16.060181,0.306163
154.056351,-15.626122,0.346897
154.056351,-15.192063,0.391600
154.056351,-14.758004,0.440486
154.056351,-14.323945,0.493768
154.056351,-13.889886,0.551587
154.056351,-13.455827,0.613913
154.056351,-13.021768,0.680689
154.056351,-12.587709,0.751860
154.056351,-12.153650,0.827370
154.056351,-11.719591,0.907163
154.056351,-11.285532,0.991183
154.056351,-10.851473,1.079374
154.056351,-10.417414,1.171623
154.056351,-9.983356,1.267490
154.056351,-9.549297,1.366420
154.056351,-9.115238,1.467855
154.056351,-8.681179,1.571241
154.056351,-8.247120,1.676020
154.056351,-7.813061,1.781636
154.056351,-7.379002,1.887534
154.056351,-6.944943,1.993148
154.056351,-6.510884,2.097779
154.056351,-6.076825,2.200618
154.056351,-5.642766,2.300854
154.056351,-5.208707,2.397675
154.056351,-4.774648,2.490272
154.056351,-4.340589,2.577833
154.056351,-3.906530,2.659546
154.056351,-3.472471,2.734602
154.056351,-3.038413,2.802336
154.056351,-2.604354,2.862325
154.056351,-2.170295,2.914173
154.056351,-1.736236,2.957483
154.056351,-1.302177,2.991860
154.056351,-0.868118,3.016906
154.056351,-0.434059,3.032225
154.056351,0.000000,3.037420
154.056351,0.434059,3.032227
154.056351,0.868118,3.016911
154.056351,1.302177,2.991867
154.056351,1.736236,2.957492
154.056351,2.170295,2.914184
154.056351,2.604354,2.862338
154.056351,3.038413,2.802351
154.056351,3.472471,2.734621
154.056351,3.906530,2.659567
154.056351,4.340589,2.577856
154.056351,4.774648,2.490298
154.056351,5.208707,2.397704
154.056351,5.642766,2.300885
154.056351,6.076825,2.200652
154.056351,6.510884,2.097816
154.056351,6.944943,1.993189
154.056351,7.379002,1.887577
154.056351,7.813061,1.781682
154.056351,8.247120,1.676068
154.056351,8.681179,1.571291
154.056351,9.115238,1.467908
154.056351,9.549297,1.366475
154.056351,9.983356,1.267547
154.056351,10.417414,1.171681
154.056351,10.851473,1.079433
154.056351,11.285532,0.991243
154.056351,11.719591,0.907224
154.056351,12.153650,0.827431
154.056351,12.587709,0.751921
154.056351,13.021768,0.680749
154.056351,13.455827,0.613972
